[CODECSTATS]
CodecsTotal=370
CodecsVer=0.7.0

[#EVENT/#THIS/IDCODECS]
---	---	---	D V D 	wmv3image	unregistered	Y	Windows Media Video 9 Image
---	---	---	D V D 	wnv1	unregistered	Y	Winnov WNV1
---	---	---	D A D 	ws_snd1	unregistered	Y	Westwood Audio (SND1)
wav	---	---	D A D 	xan_dpcm	unregistered	Y	DPCM Xan
---	---	---	D V D 	xan_wc3	unregistered	Y	Wing Commander III / Xan
---	---	---	D V D 	xan_wc4	unregistered	Y	Wing Commander IV / Xxan
---	---	---	D V D 	xbin	unregistered	Y	eXtended BINary text
---	---	---	DEV D 	xbm	unregistered	Y	XBM (X BitMap) image
---	---	---	D V D 	xl	unregistered	Y	Miro VideoXL
---	---	---	DES   	xsub	unregistered	Y	DivX subtitles (XSUB)
avi	---	mp4	 EV   	xvid	xvid (libav)	Y	Older FFmpeg versions
---	---	---	DEV D 	xwd	unregistered	Y	XWD (X Window Dump) image
---	---	---	DEV D 	y41p	unregistered	Y	Uncompressed YUV 4:1:1 12-bit
---	---	---	D V   	yop	unregistered	Y	Psygnosis YOP Video
---	---	---	DEV D 	yuv4	unregistered	Y	Uncompressed packed 4:2:0
---	---	---	D V D 	zerocodec	unregistered	Y	ZeroCodec Lossless Video
---	---	---	DEV D 	zlib	unregistered	Y	LCL (LossLess Codec Library) ZLIB
---	---	---	DEV D 	zmbv	unregistered	Y	Zip Motion Blocks Video
